222
1.658224025829071593e+02	1.214685057207801600e+18	1.000000000000000000e+00	9.989382778582327712e+25
1.904290380471034894e+02	1.326455731083557376e+18	6.284884721845168750e+14	1.147170968581259918e+26
2.186871227173961074e+02	1.454703067835108608e+18	1.256435307552391500e+15	1.317400214419715925e+26
2.511385056175884642e+02	1.601855280539959040e+18	1.883845650164535500e+15	1.512890129745465215e+26
2.884054423020255058e+02	1.770699297325001984e+18	2.510720390457536000e+15	1.737389197647430841e+26
3.312025266110913435e+02	1.964434250699546112e+18	3.137064740282032500e+15	1.995202146401462427e+26
3.803503930143296543e+02	2.186733145820844032e+18	3.762889071543210000e+15	2.291272491849882603e+26
4.367914522839225810e+02	2.441814030815979008e+18	4.388209888382602500e+15	2.631277328417834029e+26
5.016079622304365557e+02	2.734522230002742272e+18	5.013050952678305000e+15	3.021736186367688042e+26
5.760427800077304710e+02	3.070425488289957376e+18	5.637444585482634000e+15	3.470136042610906991e+26
6.615231939131384706e+02	3.455924224393485824e+18	6.261433170213328000e+15	3.985074882138458406e+26
7.596882916586123429e+02	3.898379517348611072e+18	6.885070887113141000e+15	4.576426562836312837e+26
8.724203899006233769e+02	4.406261975069429248e+18	7.508425712556006000e+15	5.255530144941719782e+26
1.001881127691680945e+03	4.989325280990258176e+18	8.131581721501595000e+15	6.035407315502077355e+26
1.150552915947556585e+03	5.658809018049067008e+18	8.754641736533041000e+15	6.931012076916045219e+26
1.321286537726613687e+03	6.427676370872332288e+18	9.377730372870974000e+15	7.959517487296090551e+26
1.517355812060483231e+03	7.310893561766434816e+18	1.000099753514653200e+16	9.140644950856241882e+26
1.742520369520144186e+03	8.325759454783094784e+18	1.062462242904346000e+16	1.049704237242040928e+27
2.001097743245746642e+03	9.492295756176189440e+18	1.124881815869966400e+16	1.205471842711158933e+27
2.298046157794817191e+03	1.083371076730640384e+19	1.187383698986569600e+16	1.384354127228589652e+27
2.639059603297155263e+03	1.237695286036884890e+19	1.249997636745992000e+16	1.589781126445060811e+27
3.030677017979388893e+03	1.415337394576103219e+19	1.312758578705273800e+16	1.825691866294609893e+27
3.480407672655539955e+03	1.619952843737713459e+19	1.375707463001819000e+16	2.096609893178973024e+27
3.996875161459409355e+03	1.855813992704942899e+19	1.438892108293044600e+16	2.407730012252127442e+27
4.589982759878597790e+03	2.127927637409909965e+19	1.502368227306897600e+16	2.765017897004327999e+27
5.271103320879389685e+03	2.442178564220628992e+19	1.566200576257773800e+16	3.175324480152045487e+27
6.053297350445989650e+03	2.805505736623662694e+19	1.630464255332427600e+16	3.646517319272808819e+27
6.951563444217297729e+03	3.226119528869056102e+19	1.695246176304142400e+16	4.187631456115243928e+27
7.983125887455412339e+03	3.713770748841009152e+19	1.760646713831943800e+16	4.809042662307900163e+27
9.167764933221036699e+03	4.280085174559455642e+19	1.826781557126232800e+16	5.522666393452221110e+27
1.052819609202940228e+04	4.938981141925399757e+19	1.893783778273877600e+16	6.342186266546725207e+27
1.209050570611219337e+04	5.707192586416298394e+19	1.961806132314524000e+16	7.283316441804413610e+27
1.388465116074201615e+04	6.604926131484036301e+19	2.031023601894863200e+16	8.364102940049281994e+27
1.594503532458117661e+04	7.656688666103472128e+19	2.101636195900701200e+16	9.605269673474199644e+27
1.831116623447885650e+04	8.892331769573870797e+19	2.173872006502083600e+16	1.103061582493358095e+28
2.102841467484750319e+04	1.034837181122614231e+20	2.247990521959042800e+16	1.266747219556271284e+28
2.414888417906333416e+04	1.206966015546109788e+20	2.324286183778143600e+16	1.454722527124795508e+28
2.773241013625767664e+04	1.411149731819952374e+20	2.403092165322977200e+16	1.670591905699601148e+28
3.184770716274317601e+04	1.654230893768727921e+20	2.484784335410590400e+16	1.918494621946449727e+28
3.657368674064202060e+04	1.944703094611296911e+20	2.569785354907568800e+16	2.203184179041455168e+28
4.200097039157557447e+04	2.293138739252194181e+20	2.658568837103679600e+16	2.530119465045969982e+28
4.823362740317259886e+04	2.712728815347386614e+20	2.751663485045310000e+16	2.905569427092602866e+28
5.539117043256312172e+04	3.219962664074131538e+20	2.849657103467188000e+16	3.336733278520071143e+28
6.361084725655576767e+04	3.835482118910387159e+20	2.953200369858865200e+16	3.831878543936525111e+28
7.305027261768680182e+04	4.585152005676565791e+20	3.063010244271125200e+16	4.400499589228240711e+28
8.389045063772820868e+04	5.501398140673764229e+20	3.179872901003468800e+16	5.053499676322323290e+28
9.633924576065730071e+04	6.624874955530807542e+20	3.304646083032007600e+16	5.803400033589592336e+28
1.106353687892062735e+05	8.006538157290766991e+20	3.438260852804074000e+16	6.664579950783717169e+28
1.270529544002269831e+05	9.710109646932772127e+20	3.581713751987486800e+16	7.653552498881393211e+28
1.459068181960435468e+05	1.181552680474013598e+21	3.736091718940799200e+16	8.789281177847240241e+28
1.675584936021647300e+05	1.442261696014008189e+21	3.902549194361209600e+16	1.009354353329653801e+29
1.924231648784016725e+05	1.765600781155095020e+21	4.082315079657209600e+16	1.159134874399211705e+29
2.209776289566794585e+05	2.167105864332405637e+21	4.276691504878502400e+16	1.331141717200659906e+29
2.537694388866821246e+05	2.666117636463680553e+21	4.487054009945535200e+16	1.528673107586810611e+29
2.914274042055658647e+05	3.286676787059391201e+21	4.714850542808888800e+16	1.755516704370515345e+29
3.346736496791348327e+05	4.058626242494462951e+21	4.961602374951397600e+16	2.016022227661995066e+29
3.843374636352130328e+05	5.018957880881374560e+21	5.228903873153675200e+16	2.315184864492187517e+29
4.413712015764322714e+05	6.213467258530077606e+21	5.518424307050225600e+16	2.658741051471681267e+29
5.068685500254859217e+05	7.698771113060994122e+21	5.831908160064084000e+16	3.053278470601236556e+29
5.820855010171453469e+05	9.544779606086060605e+21	6.171177283689558400e+16	3.506362368000360756e+29
6.684644394352933159e+05	1.183770236442418925e+22	6.538130993158896800e+16	4.026680617013301550e+29
7.676618053576562088e+05	1.468372070226419148e+22	6.934747786282313600e+16	4.624210308069391330e+29
8.815798618659626227e+05	1.821343995966877231e+22	7.363084557785936000e+16	5.310409058709151516e+29
1.012403177875023219e+06	2.258731272919860852e+22	7.825277483191966400e+16	6.098434713205493039e+29
1.162640525602969807e+06	2.800219729245185560e+22	8.323540210057321600e+16	7.003397643230889061e+29
1.335172996640733909e+06	3.469932667637943029e+22	8.860164061689595200e+16	8.042650488870057715e+29
1.533309259361368371e+06	4.297392546845518568e+22	9.437515556153873600e+16	9.236120894010500004e+29
1.760849018042292679e+06	5.318687195126356456e+22	1.005803643582461440e+17	1.060669361825562006e+30
2.022155890721104573e+06	6.577874758853959090e+22	1.072424106278471200e+17	1.218064934995604053e+30
