234
1.658224026006338647e+02	1.214685109581768960e+18	1.000000000000000000e+00	9.989382779653712458e+25
1.904269944402512067e+02	1.326446512584615680e+18	6.284397893705415000e+14	1.147158657705565990e+26
2.186824289921362094e+02	1.454681844188807936e+18	1.256338028073738500e+15	1.317371939006205893e+26
2.511304202866272135e+02	1.601818712899337984e+18	1.883699857496971500e+15	1.512841423034845032e+26
2.883930621762914370e+02	1.770643323120124160e+18	2.510526167119594000e+15	1.737314618785348177e+26
3.311847551374676755e+02	1.964353942244682496e+18	3.136822166310260000e+15	1.995095089705317156e+26
3.803259027773204934e+02	2.186622542583767040e+18	3.762598222607718500e+15	2.291124960919424734e+26
4.367586406364166578e+02	2.441665940475269632e+18	4.387870833475580500e+15	2.631079668855760851e+26
5.015648988401292172e+02	2.734327992478569472e+18	5.012663751295300000e+15	3.021476769800583104e+26
5.759871448969386165e+02	3.070174695793374208e+18	5.637009284203991000e+15	3.469800893442918926e+26
6.614522043256521329e+02	3.455604389148968960e+18	6.260949798576742000e+15	3.984647236999730615e+26
7.595986158020176617e+02	3.897975676941762560e+18	6.884539452648660000e+15	4.575886350970121101e+26
8.723080452793853965e+02	4.405756223274384896e+18	7.507846194837712000e+15	5.254853375767451079e+26
1.001741361357193227e+03	4.988696209335545856e+18	8.130954065042684000e+15	6.034565357247398528e+26
1.150380063537161050e+03	5.658031050146515968e+18	8.753965842318395000e+15	6.929970807475545561e+26
1.321073857633441776e+03	6.426718967487677440e+18	9.377006088305204000e+15	7.958236295280168371e+26
1.517095290457388046e+03	7.309720269515520000e+18	1.000022464213091000e+16	9.139075561067705913e+26
1.742202491239307847e+03	8.324326764888825856e+18	1.062380062988592600e+16	1.049512746564901880e+27
2.000711222673937073e+03	9.490551731525185536e+18	1.124794705948895200e+16	1.205239001906699940e+27
2.297577622962931400e+03	1.083159338556533965e+19	1.187291608089198800e+16	1.384071881057810594e+27
2.638493225198567870e+03	1.237438800747842150e+19	1.249900500021502400e+16	1.589439939563508505e+27
3.029994075818471174e+03	1.415027297680772710e+19	1.312656314726113200e+16	1.825280461362007363e+27
3.479586044173899154e+03	1.619578519946302259e+19	1.375599970608306800e+16	2.096114943836636845e+27
3.995888725677622915e+03	1.855362710977178419e+19	1.438779262909030400e+16	2.407135783340677518e+27
4.588800697482582109e+03	2.127384101557263565e+19	1.502249876647862000e+16	2.764305823124002974e+27
5.269689295026343643e+03	2.441524356953410765e+19	1.566076535343053000e+16	3.174472672189601280e+27
6.051608547905461819e+03	2.804718628546200781e+19	1.630334300703162600e+16	3.645499986796558718e+27
6.949549453436309705e+03	3.225172615601866342e+19	1.695110039338468400e+16	4.186418231535959914e+27
7.980727386263346489e+03	3.712631368597428634e+19	1.760504073040133200e+16	4.807597810370188068e+27
9.164912154383768211e+03	4.278713544369972838e+19	1.826632029298538000e+16	5.520947886906602745e+27
1.052480702961868701e+04	4.937328632309026816e+19	1.893626908348268800e+16	6.340144705694227156e+27
1.208648401955738154e+04	5.705199530409207398e+19	1.961641381823910800e+16	7.280893791931680085e+27
1.387988372633613471e+04	6.602519032972960563e+19	2.030850335857107600e+16	8.361231056498589113e+27
1.593938937596539472e+04	7.653776632404618445e+19	2.101453668015170800e+16	9.601868579124544716e+27
1.830448602403574478e+04	8.888801941676931482e+19	2.173679342529017600e+16	1.102659169909034127e+28
2.102051757678278227e+04	1.034408349904649748e+20	2.247786701182489600e+16	1.266271502653700012e+28
2.413955614199459160e+04	1.206443730108635709e+20	2.324070018478830800e+16	1.454160611709968391e+28
2.772140037806259352e+04	1.410511880296406876e+20	2.402862278238133600e+16	1.669928684984029790e+28
3.183472198291662426e+04	1.653449611354927268e+20	2.484539135212993600e+16	1.917712403819840541e+28
3.655838230506889522e+04	1.943743160181474918e+20	2.569523009812560000e+16	2.202262251446877774e+28
4.198294432100138511e+04	2.291955515276264407e+20	2.658287246798624000e+16	2.529033589295055963e+28
4.821240896920340310e+04	2.711265604585103688e+20	2.751360251228575600e+16	2.904291247304981587e+28
5.536620913315103826e+04	3.218147323987916882e+20	2.849329499396166800e+16	3.335229633451468385e+28
6.358149950590927619e+04	3.833222734740464599e+20	2.952845309383710400e+16	3.830110665230504639e+28
7.301578624255825707e+04	4.582331374097719624e+20	3.062624250897117200e+16	4.398422167537643416e+28
8.384994682212965563e+04	5.497866755940896604e+20	3.179452077584787600e+16	5.051059773741152638e+28
9.629169802312371030e+04	6.620442116508501934e+20	3.304186082627898800e+16	5.800535817347198015e+28
1.105795785094819003e+05	8.000960723474014536e+20	3.437756851157601600e+16	6.661219219103558435e+28
1.269875223342325044e+05	9.703077921014130934e+20	3.581160422549054800e+16	7.649610965208302050e+28
1.458301113273313676e+05	1.180664665637552390e+21	3.735483212024788800e+16	8.784660474188164686e+28
1.674686065729944676e+05	1.441138734453589803e+21	3.901879104831884800e+16	1.008812888709238595e+29
1.923178751220007543e+05	1.764179295230040211e+21	4.081576440635359200e+16	1.158500627561776186e+29
2.208543445098860539e+05	2.165305271876717117e+21	4.275876751852402400e+16	1.330399075142347407e+29
2.536251376993978920e+05	2.663836001398977200e+21	4.486154974685715200e+16	1.527803866715311285e+29
2.912585635716419783e+05	3.283785326719356895e+21	4.713858416487054400e+16	1.754499645463058592e+29
3.344761641941983835e+05	4.054962568455445283e+21	4.960507700721718400e+16	2.014832621726652866e+29
3.841065498289695824e+05	5.014317480509878305e+21	5.227696501244051200e+16	2.313793898377526973e+29
4.411012870727253612e+05	6.207593040614116033e+21	5.517093385587561600e+16	2.657115160298251832e+29
5.065531447362269973e+05	7.691340288496815309e+21	5.830442087543915200e+16	3.051378561998336508e+29
5.817170474806567654e+05	9.535387620187167523e+21	6.169563701004316800e+16	3.504142920750225269e+29
6.680341389428573893e+05	1.182584278621288923e+22	6.536356731188386400e+16	4.024088633895118893e+29
7.671594159815830644e+05	1.466876069793212085e+22	6.932798865096848000e+16	4.621184099502364354e+29
8.809934638736195629e+05	1.819458968193276785e+22	7.360946133827200000e+16	5.306876830008538382e+29
1.011718901302623795e+06	2.256358813816016654e+22	7.822933860484904000e+16	6.094312923988256827e+29
1.161842233915994177e+06	2.797237378868744448e+22	8.320974781035126400e+16	6.998589102410302066e+29
1.334241919456642354e+06	3.466188304768954479e+22	8.857359331441331200e+16	8.037042142953989633e+29
1.532223566069780849e+06	4.292697412383500193e+22	9.434453081314088000e+16	9.229581259554691765e+29
1.759583322882886045e+06	5.312807469552966304e+22	1.005469685192068160e+17	1.059906980165142646e+30
2.020680678349291207e+06	6.570521117355145586e+22	1.072060402264310560e+17	1.217176358852450055e+30
2.320522063229548745e+06	8.119499831728468184e+22	1.143476108838873600e+17	1.397781428532215555e+30
2.664856861318795942e+06	1.002510749805252308e+23	1.219982539117231840e+17	1.605184746798194447e+30
3.060287670320609584e+06	1.236688225851875294e+23	1.301852667949316160e+17	1.843362646363304397e+30
3.514396927217940334e+06	1.524150663297168331e+23	1.389366573940107680e+17	2.116881468873501327e+30
4.035892328197127674e+06	1.876639687135890286e+23	1.482811739709617600e+17	2.430985110592242655e+30
4.634773831779523753e+06	2.308401248634175771e+23	1.582483039368485120e+17	2.791695557698226395e+30
5.322525450357704423e+06	2.836706083158074348e+23	1.688683212964964800e+17	3.205928339411902753e+30
6.112335508170021698e+06	3.482474223300155193e+23	1.801722994942194880e+17	3.681625111457089303e+30
7.019349593378470279e+06	4.271028857586221381e+23	1.921921776573296000e+17	4.227905912801521684e+30
8.060961055346678011e+06	5.233000480596261035e+23	2.049607874745482240e+17	4.855244013379226969e+30
9.257144623522294685e+06	6.405417920239698696e+23	2.185119380549093440e+17	5.575666706459961905e+30
1.063083954627485201e+07	7.833016355134126676e+23	2.328808124461546560e+17	6.402985890767554233e+30
1.220839366304866970e+07	9.561742028250448281e+23	2.480329991639595200e+17	7.353065352678546011e+30
1.402005932126570493e+07	1.164570287374004298e+24	2.639383781496283200e+17	8.444119260647433093e+30
1.610057906205759011e+07	1.417246135420442361e+24	2.807301848516509440e+17	9.697064523921318614e+30
1.848985376430895552e+07	1.725127117069150761e+24	2.985466168659825920e+17	1.113592266227700311e+31
2.123370641145412996e+07	2.098303643728912436e+24	3.173516234335844480e+17	1.278827943037890329e+31
2.438476126198020577e+07	2.550307764030501061e+24	3.371855769521349760e+17	1.468581384949638499e+31
2.800345340698273852e+07	3.097533067593430786e+24	3.580949064322512640e+17	1.686490546000686620e+31
3.215918831990274042e+07	3.759603345307654825e+24	3.801234052081198080e+17	1.936733183684277100e+31
3.693167346675668657e+07	4.560147643252934936e+24	4.033172153809637120e+17	2.224106954572253125e+31
4.241244746360519528e+07	5.527652807486247461e+24	4.277259248575716480e+17	2.554121384070171122e+31
4.870663662515455484e+07	6.696510858719945982e+24	4.533665327980497920e+17	2.933103624283853426e+31
5.594598221876503527e+07	9.334981894789911106e+24	5.072892621261495040e+17	3.368963469545915716e+31
6.423610667369542271e+07	9.811976607291560402e+24	5.152463229434492160e+17	3.868084457741552117e+31
7.378315550726504624e+07	1.364344487244052865e+25	5.672477191846302720e+17	4.442877854259703995e+31
8.473357491297416389e+07	1.650654544435070239e+25	6.034531504777989120e+17	5.102111699352516311e+31
